region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
endcap,0.7646,0.9318,39,33,5,6,5.663,2.586,0.462,0.023,1.668
endcap,0.7371,0.6831,32,27,8,2,10.81,2.169,0.303,0.304,2.193
endcap,0.6299,0.6,37,17,4,2,4.94,1.507,0.195,0.247,-1.629
endcap,0.7056,0.6746,27,32,9,5,2.576,2.129,0.313,0.144,-2.775
endcap,0.6746,0.6719,38,22,6,3,5.497,2.071,0.318,0.219,2.192
endcap,0.4522,0.4438,49,23,9,4,2.875,1.145,0.115,0.175,-1.926
endcap,0.927,0.9456,45,20,10,1,17.796,1.666,0.313,0.217,3.033
endcap,0.8772,0.8918,42,25,12,4,3.285,1.267,0.324,0.078,-1.411
endcap,0.8139,0.7339,40,27,8,4,5.829,1.419,0.215,0.193,-0.963
endcap,0.5575,0.4634,38,20,7,6,0.47,1.941,0.342,0.273,1.189
endcap,0.4191,0.2871,35,20,6,4,6.375,1.115,0.289,0.269,1.508
endcap,0.9391,0.7627,46,14,5,4,27.773,2.333,0.338,0.175,1.972
endcap,0.9538,0.8816,36,19,6,3,9.36,0.3,0.327,0.113,0.564
endcap,0.8361,1.0,45,17,6,2,7.16,1.298,0.155,0.118,1.601
endcap,0.7445,0.7445,43,27,5,7,6.057,0.189,0.358,0.257,2.675
endcap,1.0,0.8983,45,19,5,4,8.555,1.117,0.414,0.269,-0.82
endcap,0.5821,0.6709,46,16,8,5,6.293,1.317,0.176,0.279,0.421
endcap,0.5659,0.4667,35,15,3,1,8.208,1.803,0.31,0.219,-2.886
endcap,0.6946,0.6453,35,25,4,1,4.755,0.972,0.289,0.139,1.703
endcap,0.9005,0.9191,41,9,7,3,4.023,2.477,0.405,0.171,1.234
endcap,0.7805,0.9145,47,23,7,3,4.623,1.091,0.336,0.263,-1.505
endcap,0.6147,0.3641,42,25,4,2,9.04,0.054,0.466,0.443,-1.663
endcap,0.9527,1.0,44,16,7,2,2.775,1.697,0.411,0.161,-1.709
endcap,0.5056,0.7434,45,20,4,2,2.033,0.886,0.262,0.138,-1.452
endcap,0.8949,1.0,36,21,7,1,2.334,0.787,0.368,0.205,-2.672
endcap,0.6932,0.9248,35,30,9,4,0.619,2.068,0.261,0.26,1.739
endcap,0.5312,0.5088,45,15,2,3,3.686,0.485,0.235,0.141,0.402
endcap,1.0,0.8861,38,18,2,5,11.264,1.432,0.142,0.175,2.523
endcap,0.6682,0.762,34,23,8,7,6.511,1.406,0.166,0.169,-1.401
endcap,0.9209,0.8305,40,22,7,1,5.341,1.741,0.238,0.193,1.304
endcap,0.6712,0.7142,35,23,4,4,1.49,1.068,0.281,0.2,0.43
endcap,0.6565,0.8279,39,18,3,7,14.513,1.29,0.288,0.138,1.999
endcap,0.9368,1.0,44,13,7,5,9.867,0.714,0.276,0.398,2.755
endcap,0.792,0.932,46,16,8,2,3.439,1.584,0.075,0.132,-2.484
endcap,1.0,1.0,43,25,4,6,4.241,0.019,0.338,0.378,2.946
endcap,0.4686,0.4046,34,14,5,5,10.592,1.168,0.415,0.291,-0.578
endcap,0.505,0.6709,41,28,10,4,4.918,1.12,0.398,0.236,1.757
endcap,0.7228,0.6804,37,21,8,2,6.126,1.452,0.321,0.225,2.862
endcap,0.8358,0.9349,38,27,4,8,14.228,1.658,0.28,0.259,0.247
endcap,1.0,0.7199,40,21,5,8,4.399,1.201,0.133,0.272,0.439
endcap,0.7854,0.723,31,20,6,2,1.452,1.23,0.241,0.318,2.401
endcap,0.5496,0.6095,41,17,3,5,4.442,1.07,0.281,0.18,-2.39
endcap,0.7954,0.9547,47,29,2,1,4.404,1.058,0.371,0.142,-0.958
endcap,0.725,0.6995,46,19,11,3,1.387,1.172,0.54,0.228,-0.08
endcap,0.6382,0.7265,32,21,7,5,2.772,2.022,0.289,0.176,-0.529
endcap,0.8849,0.7948,47,21,6,4,2.629,2.685,0.338,0.205,1.958
endcap,0.6085,0.6661,40,21,7,2,8.863,1.815,0.162,0.354,-1.543
endcap,0.542,0.6648,44,20,3,0,2.763,1.346,0.251,0.177,-1.919
endcap,0.9863,0.8725,39,20,4,4,7.991,0.586,0.208,0.05,-2.289
endcap,0.5559,0.6949,44,14,6,6,7.614,1.869,0.414,0.15,-0.391
endcap,0.7401,0.6281,36,20,7,4,6.705,0.958,0.13,0.191,1.495
endcap,0.6988,0.851,34,28,4,6,16.172,1.792,0.353,0.262,-1.395
endcap,0.7013,0.6023,38,22,3,6,5.761,0.66,0.421,0.231,1.668
endcap,0.5695,0.5546,38,17,6,5,1.461,3.3,0.416,0.267,-2.234
endcap,0.5856,0.4928,39,27,2,2,7.98,0.881,0.169,0.245,-1.192
endcap,0.8642,0.7123,39,30,5,8,7.024,0.7,0.4,0.253,0.838
endcap,0.7371,0.6304,35,21,10,2,8.764,1.994,0.199,0.172,-0.074
endcap,0.841,0.8049,41,25,1,2,6.797,1.189,0.396,0.225,-1.039
endcap,0.5216,0.6611,42,24,7,6,3.718,0.447,0.339,0.214,1.503
endcap,0.7146,0.7447,26,18,4,7,12.779,0.579,0.381,0.214,1.38
endcap,0.8157,0.5655,46,18,10,7,1.85,1.712,0.377,0.157,-3.08
endcap,0.5355,0.7427,42,24,4,0,13.014,1.895,0.365,0.282,1.925
endcap,0.8735,0.9574,59,16,5,2,9.183,1.699,0.265,0.106,-0.326
endcap,0.9565,0.9574,38,23,12,6,9.526,0.124,0.233,0.117,-2.774
endcap,0.8349,0.8412,32,26,7,4,4.552,1.007,0.464,0.189,0.686
endcap,0.7027,0.7243,43,23,3,4,5.835,1.5,0.268,0.182,0.043
endcap,0.3468,0.3633,37,16,4,5,6.691,0.057,0.312,0.203,-2.037
endcap,0.6528,0.9008,50,24,1,4,6.048,1.801,0.316,0.279,-1.265
endcap,0.5952,0.7183,37,22,4,3,5.306,0.774,0.358,0.305,-1.192
endcap,0.5075,0.4977,45,16,10,3,3.13,1.835,0.306,0.154,-0.609
endcap,0.8776,0.8513,43,23,4,3,5.693,0.815,0.131,0.219,1.044
endcap,0.8074,0.873,46,24,9,3,3.134,1.755,0.194,0.269,1.628
endcap,0.5886,0.4527,24,15,6,6,4.813,1.509,0.349,0.175,-1.018
endcap,0.8529,0.8185,42,23,3,2,6.407,1.389,0.378,0.232,-1.116
endcap,0.63,0.9336,48,14,10,5,6.829,1.305,0.257,0.107,-0.673
endcap,0.6621,0.7209,28,21,5,5,5.335,1.857,0.384,0.278,0.54
endcap,0.8867,1.0,40,20,6,4,5.878,0.905,0.268,0.165,2.547
endcap,0.66,0.5993,42,21,9,3,3.286,2.946,0.298,0.123,-2.799
endcap,0.6341,0.5908,41,14,4,2,6.416,2.083,0.396,0.271,-1.174
endcap,0.5944,0.5846,41,19,5,2,5.927,0.863,0.344,0.197,1.712
endcap,0.9768,0.9152,35,16,6,6,3.373,0.752,0.531,0.254,-0.988
endcap,0.8345,0.9951,51,22,5,4,4.221,1.825,0.376,0.238,-1.565
endcap,0.813,0.9137,41,23,4,5,7.712,0.809,0.128,0.183,0.8
endcap,0.7561,0.9962,45,19,4,8,7.554,0.83,0.275,0.319,1.29
endcap,0.5177,0.4116,39,14,7,1,5.263,1.711,0.348,0.317,-2.201
endcap,0.8266,0.9093,40,14,6,8,5.8,2.497,0.182,0.27,1.01
endcap,0.8844,0.7594,32,15,7,2,5.87,1.25,0.464,0.275,-0.782
endcap,0.6777,0.7095,34,17,6,6,3.115,1.699,0.178,0.087,-0.644
endcap,0.8991,0.9652,42,18,4,8,3.405,2.347,0.203,0.378,3.013
endcap,0.7164,0.6912,33,13,10,1,3.103,1.649,0.221,0.085,0.567
endcap,0.5564,0.6237,38,20,6,3,11.628,0.942,0.442,0.362,2.548
endcap,0.6325,0.7701,39,18,4,5,6.081,1.025,0.286,0.291,-2.319
endcap,0.6707,0.6855,46,17,5,5,4.279,0.58,0.204,0.143,0.636
endcap,0.5005,0.5936,38,18,3,2,4.813,2.119,0.07,0.135,0.456
endcap,0.6743,0.6122,49,23,6,7,6.028,1.388,0.401,0.164,-0.101
endcap,0.8352,0.6725,34,16,5,2,4.34,1.987,0.374,0.248,-2.81
endcap,0.645,0.7454,36,26,6,4,6.95,2.43,0.361,0.28,-1.716
endcap,0.5932,0.6426,48,22,7,5,1.372,0.712,0.288,0.164,2.896
endcap,0.425,0.3873,34,19,3,9,2.2,2.034,0.228,0.105,-0.859
endcap,0.4884,0.388,36,14,7,6,1.479,1.615,0.105,0.107,-0.367
endcap,0.52,0.5613,44,24,5,4,6.839,2.506,0.301,0.173,2.379
endcap,0.7364,0.8556,29,29,3,3,9.547,2.093,0.353,0.214,-1.109
endcap,0.3887,0.4037,32,16,5,4,3.433,2.48,0.27,0.2,-2.396
endcap,0.9275,0.7002,48,13,6,4,2.896,2.555,0.315,0.137,-1.559
endcap,0.8411,0.7696,48,16,6,2,4.085,0.855,0.263,0.196,2.753
endcap,0.8602,0.8996,45,22,6,4,2.299,1.129,0.248,0.245,-1.665
endcap,0.7966,0.7319,54,19,5,7,7.068,1.983,0.472,0.18,-2.067
endcap,0.6606,0.3972,49,22,8,0,1.542,0.642,0.14,0.375,2.62
endcap,0.6366,0.837,46,17,3,4,1.542,1.215,0.447,0.407,0.134
endcap,0.8862,0.8637,45,14,5,4,1.498,1.635,0.156,0.198,-1.337
endcap,1.0,0.9332,31,25,3,8,4.596,1.33,0.321,0.21,0.006
endcap,0.855,0.7919,39,14,1,3,6.441,1.659,0.349,0.082,-2.745
endcap,0.6332,0.5908,37,17,2,6,5.923,1.858,0.046,0.213,0.692
endcap,0.5755,0.7848,34,15,5,2,5.459,2.69,0.27,0.273,-1.442
endcap,0.5724,0.5925,39,16,8,3,3.843,0.237,0.258,0.212,1.14
endcap,0.8095,0.6973,46,22,9,3,4.784,2.024,0.374,0.251,-2.138
endcap,1.0,1.0,37,32,6,6,6.659,0.586,0.243,0.038,3.032
endcap,0.6957,0.7534,52,19,8,9,4.396,2.659,0.313,0.343,1.377
endcap,0.6459,0.8293,41,20,6,4,1.257,1.461,0.292,0.338,2.494
endcap,0.384,0.5083,27,16,8,3,11.67,2.119,0.246,0.122,2.192
endcap,0.5738,0.4637,33,24,7,4,8.601,1.694,0.418,0.215,-1.923
endcap,0.6233,0.7467,45,30,6,2,6.772,1.555,0.37,0.174,3.024
endcap,0.3288,0.4889,39,27,4,3,11.741,0.342,0.457,0.124,1.858
endcap,0.6498,0.519,44,21,4,2,3.486,1.424,0.337,0.216,-1.971
endcap,0.5128,0.4917,30,25,3,5,10.126,1.099,0.3,0.111,1.415
endcap,0.9263,0.8489,30,21,5,8,7.388,1.599,0.339,0.257,-2.158
endcap,0.7839,0.8257,37,28,9,6,10.392,0.708,0.147,0.186,-2.031
endcap,0.8842,1.0,35,16,4,7,11.664,2.032,0.347,0.238,2.497
endcap,0.5842,0.7702,40,22,8,6,4.341,2.256,0.47,0.109,-1.739
endcap,0.8191,0.7759,41,17,4,2,5.178,1.303,0.286,0.195,-0.769
endcap,0.5899,0.5843,40,18,5,3,3.633,1.968,0.111,0.267,2.856
endcap,0.7869,0.8123,40,28,9,3,5.458,1.631,0.216,0.131,-0.189
endcap,0.9637,0.7727,36,19,3,5,2.323,1.521,0.473,0.136,-1.838
endcap,0.6329,0.7788,41,22,7,3,5.536,1.778,0.124,0.286,0.393
endcap,0.6352,0.5916,31,21,5,1,2.63,0.503,0.472,0.134,-1.06
endcap,0.8598,0.8199,34,16,8,1,7.829,1.198,0.146,0.272,1.949
endcap,0.5778,0.4175,40,19,1,5,5.956,1.363,0.301,0.08,-2.776
endcap,0.5692,0.5436,50,18,7,2,3.315,1.102,0.263,0.247,0.06
endcap,0.6013,0.42,39,12,7,4,4.408,1.482,0.336,0.151,1.786
endcap,0.7761,0.7342,29,15,5,3,14.277,1.791,0.487,0.265,-0.497
endcap,0.7577,0.8294,24,25,5,3,2.94,1.303,0.326,0.307,0.401
endcap,0.7445,0.6879,40,15,7,4,14.326,0.772,0.247,0.063,-0.915
endcap,1.0,1.0,46,21,8,7,3.04,2.401,0.408,0.127,1.132
endcap,0.5061,0.6645,34,19,9,4,7.496,0.484,0.184,0.15,0.189
endcap,0.8675,0.6457,38,15,4,5,3.032,1.51,0.408,0.251,1.729
endcap,0.8509,0.5895,38,15,7,3,4.465,0.711,0.269,0.322,0.683
endcap,0.774,0.8345,45,27,7,3,4.139,1.187,0.181,0.25,1.815
endcap,0.5211,0.4134,42,22,6,7,2.979,0.879,0.449,0.258,-2.095
endcap,0.9144,0.816,44,19,4,4,16.267,1.918,0.381,0.236,0.69
endcap,0.9422,0.9653,46,22,0,1,1.813,0.251,0.374,0.165,-0.251
endcap,0.6922,0.8725,29,22,9,5,15.437,0.597,0.357,0.249,-1.456
endcap,0.6599,0.685,47,17,9,5,6.355,0.914,0.115,0.196,-1.981
endcap,0.5018,0.5625,38,18,6,4,10.088,2.021,0.335,0.239,-1.114
endcap,0.7017,1.0,40,12,4,3,5.279,2.074,0.319,0.162,-0.725
endcap,0.6641,0.7234,34,27,7,4,4.95,1.677,0.28,0.283,-0.868
endcap,0.9691,0.9148,38,19,10,4,5.751,1.847,0.24,0.229,-0.927
endcap,0.8567,0.783,43,17,5,4,7.314,1.677,0.388,0.22,-1.396
endcap,0.8728,0.8611,31,28,5,6,6.845,0.572,0.214,0.221,2.691
endcap,0.9203,0.7155,42,21,4,6,2.396,1.543,0.288,0.225,0.547
endcap,0.5215,0.3991,49,19,8,2,3.381,0.68,0.309,0.251,-2.106
endcap,0.5807,0.4515,44,18,5,3,8.448,1.851,0.308,0.145,-2.631
endcap,0.6138,0.6975,38,21,4,3,4.229,0.634,0.237,0.313,-1.29
endcap,0.9425,0.9527,33,22,10,2,2.801,0.105,0.256,0.147,-1.054
endcap,0.8682,0.6443,42,27,7,2,4.509,0.836,0.262,0.271,1.152
endcap,0.5958,0.8053,39,31,7,6,3.341,1.138,0.111,0.234,0.399
endcap,0.842,0.8985,35,16,5,4,4.41,2.607,0.272,0.229,1.325
endcap,0.5753,0.684,52,23,7,2,4.069,0.675,0.282,0.065,-0.779
endcap,0.5998,0.61,31,20,7,2,6.844,2.602,0.367,0.175,-1.894
endcap,0.8738,0.7129,35,21,7,3,13.485,2.08,0.129,0.207,0.922
endcap,0.8931,0.9608,48,25,8,6,1.649,1.396,0.2,0.18,-2.644
endcap,0.6142,0.6808,44,20,3,0,7.716,1.408,0.399,0.062,-0.907
endcap,0.7066,0.7567,39,22,6,5,5.524,1.707,0.111,0.183,2.898
endcap,0.8897,0.9617,34,21,4,6,5.208,0.899,0.317,0.347,2.468
endcap,0.52,0.6255,33,16,9,5,2.659,1.637,0.418,0.188,2.444
endcap,0.8078,0.8148,53,18,4,1,7.539,1.311,0.443,0.091,-1.488
endcap,0.6997,0.6775,36,23,6,1,4.141,2.204,0.342,0.261,-1.134
endcap,0.6577,0.8571,43,22,6,7,5.682,2.178,0.43,0.195,-0.292
endcap,0.3508,0.2223,34,17,9,3,6.236,2.668,0.393,0.18,0.016
endcap,0.6798,0.5848,31,22,7,5,4.028,1.237,0.283,0.207,-2.304
endcap,0.8662,0.9533,36,19,5,3,12.279,1.39,0.284,0.434,2.034
endcap,0.2883,0.3106,49,24,6,2,2.353,1.162,0.368,0.035,-2.124
endcap,0.738,0.6153,47,16,9,4,4.168,1.89,0.288,0.137,1.355
endcap,0.9162,0.684,48,16,5,6,7.864,1.795,0.335,0.118,-1.139
endcap,0.5418,0.5149,37,14,7,3,7.147,0.894,0.286,0.197,2.675
endcap,0.8391,0.8801,38,22,8,0,3.923,2.079,0.442,0.181,0.583
endcap,0.6673,0.7247,45,21,5,2,5.305,1.95,0.28,0.094,-0.483
endcap,0.8091,0.6786,39,12,3,4,11.075,1.767,0.198,0.297,-2.958
endcap,0.8896,0.9354,36,22,8,5,10.014,1.618,0.51,0.314,-2.303
endcap,0.4839,0.6685,40,18,6,1,1.499,0.975,0.318,0.286,0.442
endcap,0.6121,0.4822,30,13,5,5,4.097,2.734,0.325,0.121,-3.021
endcap,0.8592,0.8442,36,15,5,4,1.72,0.942,0.39,0.058,1.419
endcap,0.9473,0.9546,32,23,1,4,4.076,2.272,0.136,0.184,-3.085
endcap,0.4192,0.3439,55,13,6,3,1.591,2.166,0.202,0.209,0.89
endcap,0.4252,0.3764,37,18,8,1,1.351,2.141,0.282,0.156,-2.153
endcap,0.3841,0.2978,25,12,10,3,8.613,0.369,0.355,0.18,1.517
endcap,0.9376,0.8782,47,18,5,2,3.853,1.147,0.378,0.263,-0.719
endcap,0.848,0.7621,31,16,9,6,9.25,2.186,0.115,0.05,2.359
endcap,0.6662,0.569,38,18,7,4,2.926,2.286,0.316,0.334,2.463
endcap,0.7374,0.7875,44,21,4,4,3.391,2.69,0.342,0.159,-0.711
endcap,0.842,0.89,49,24,6,4,13.886,2.179,0.349,0.291,1.132
endcap,0.6832,0.9438,41,25,5,7,5.802,1.645,0.205,0.208,0.465
endcap,1.0,0.9156,27,21,15,1,7.315,1.349,0.189,0.25,2.404
endcap,0.9375,0.9639,41,16,6,3,1.677,1.251,0.426,0.214,-2.355
endcap,0.9378,0.9907,32,16,6,4,4.416,1.69,0.353,0.062,-1.378
endcap,0.3579,0.2024,45,29,3,1,13.086,1.067,0.269,0.276,-2.192
endcap,0.9218,1.0,50,15,3,2,6.976,1.136,0.5,0.262,1.084
endcap,0.5378,0.4429,44,18,4,5,7.844,1.695,0.369,0.314,-1.289
endcap,0.8811,1.0,35,18,4,4,3.947,1.19,0.196,0.209,1.19
endcap,0.8086,0.7788,35,23,8,2,4.007,1.547,0.357,0.119,2.987
endcap,0.7563,0.6963,45,22,3,2,7.267,1.769,0.385,0.187,-0.048
endcap,0.8553,0.8718,34,19,3,3,0.828,1.157,0.372,0.102,-0.744
endcap,0.4236,0.3999,39,28,6,8,7.373,0.991,0.384,0.184,0.562
endcap,0.7898,0.8193,33,27,8,5,3.159,1.496,0.244,0.208,-0.194
endcap,0.6349,0.6851,36,21,4,2,8.263,1.595,0.266,0.114,-1.781
endcap,0.8321,0.817,44,17,10,3,7.866,1.058,0.317,0.121,2.369
endcap,0.9392,0.7005,43,22,6,5,9.957,1.652,0.571,0.207,1.716
endcap,0.8454,0.9233,47,20,6,4,7.73,1.575,0.216,0.29,-2.763
endcap,0.839,0.7674,36,21,6,2,5.314,1.252,0.179,0.207,1.573
endcap,0.2827,0.2217,34,19,9,4,8.184,1.593,0.382,0.227,0.261
endcap,0.9058,0.8194,44,25,6,3,5.607,0.695,0.367,0.295,-1.503
endcap,0.4877,0.3243,45,23,4,2,4.668,2.912,0.476,0.081,-0.058
endcap,0.7142,0.8083,42,21,5,3,5.05,1.719,0.278,0.245,0.312
endcap,0.2513,0.2412,41,25,6,4,8.616,1.829,0.399,0.263,2.275
endcap,0.8265,0.7671,44,19,2,6,5.075,0.992,0.373,0.212,-2.079
endcap,0.8689,0.8196,35,20,3,2,6.097,1.204,0.288,0.079,-1.832
endcap,0.7198,0.7291,52,22,8,5,5.828,1.764,0.399,0.346,-2.043
endcap,0.7961,0.6697,37,16,3,5,11.448,1.064,0.241,0.198,-2.726
endcap,0.9081,1.0,35,24,4,2,11.101,1.57,0.312,0.234,-1.015
endcap,0.7884,0.9924,47,24,8,1,4.539,1.076,0.36,0.246,0.607
endcap,0.83,0.762,47,14,6,2,6.329,1.8,0.353,0.179,-2.638
endcap,0.6456,0.9165,41,26,10,5,3.874,1.945,0.344,0.211,-2.391
endcap,0.7297,0.6789,46,24,6,4,3.442,1.887,0.245,0.169,-2.291
endcap,0.5744,0.7643,36,23,2,4,3.538,1.483,0.209,0.212,-1.37
endcap,0.6996,0.7068,49,23,3,3,5.452,1.991,0.318,0.207,1.304
endcap,0.8481,0.8708,33,13,3,3,7.648,0.444,0.338,0.179,-0.903
endcap,0.607,0.851,45,26,5,3,2.98,1.283,0.356,0.181,2.943
endcap,0.541,0.5328,38,17,8,10,3.608,3.436,0.442,0.258,-2.329
endcap,0.9498,0.8231,47,25,5,5,9.953,1.308,0.215,0.33,-0.16
endcap,0.6838,0.6283,35,17,7,1,7.675,2.176,0.39,0.213,2.597
endcap,0.8859,0.9113,33,15,6,4,7.873,1.283,0.409,0.261,1.115
endcap,0.9169,0.8738,33,18,7,0,13.166,1.557,0.403,0.156,1.052
endcap,0.8586,0.9095,36,14,6,3,7.424,1.615,0.183,0.13,0.432
endcap,0.8164,0.7013,37,21,5,2,5.36,0.742,0.392,0.057,2.346
endcap,0.9887,0.8165,40,20,3,6,3.74,0.059,0.26,0.305,0.171
endcap,0.6711,0.6779,37,17,5,5,8.66,1.06,0.163,0.28,2.51
endcap,0.8742,0.9827,30,22,7,7,11.108,2.643,0.32,0.119,0.35
endcap,0.8462,0.8635,47,22,4,2,6.51,1.742,0.276,0.235,-0.878
endcap,0.525,0.534,29,20,9,7,8.489,0.832,0.262,0.158,0.355
endcap,0.3628,0.4821,40,18,8,6,0.663,1.873,0.363,0.093,-1.362
endcap,0.9186,0.9304,44,20,6,6,3.302,1.45,0.431,0.227,-1.986
endcap,0.5936,0.6933,41,21,6,7,11.118,1.168,0.238,0.164,-1.084
endcap,0.8563,0.7506,51,19,5,3,4.484,0.455,0.285,0.1,2.18
endcap,0.6735,0.6819,27,16,3,4,10.355,1.58,0.376,0.16,2.162
endcap,0.6559,0.6511,28,25,8,5,3.871,2.998,0.137,0.174,-2.661
endcap,0.7309,0.723,43,16,9,4,10.134,0.095,0.208,0.317,0.826
endcap,0.6395,0.6515,49,28,2,3,3.512,2.796,0.309,0.188,-3.134
endcap,0.7814,0.9075,41,18,6,9,4.928,2.079,0.45,0.17,1.132
endcap,0.5269,0.4937,36,23,6,3,2.764,1.541,0.232,0.345,-0.931
endcap,1.0,0.819,41,20,4,6,2.226,1.673,0.296,0.204,1.419
endcap,0.6252,0.7864,41,13,7,2,5.33,1.252,0.266,0.269,-1.283
endcap,0.728,0.8045,35,17,3,5,1.867,1.563,0.298,0.038,2.377
endcap,0.859,0.8985,37,14,3,6,4.278,1.177,0.349,0.197,0.652
endcap,0.5585,0.6897,38,22,5,0,5.955,1.899,0.332,0.366,1.578
endcap,0.8654,0.8804,43,13,3,4,12.847,1.488,0.36,0.066,-2.879
endcap,0.8261,0.6758,35,17,8,3,5.813,1.503,0.331,0.13,-0.099
endcap,0.7295,0.7198,31,28,6,2,5.826,2.101,0.361,0.304,2.637
endcap,0.7541,0.7458,34,20,2,7,6.523,2.405,0.385,0.214,0.158
endcap,0.5709,0.8328,37,26,5,6,7.306,1.833,0.205,0.225,0.612
endcap,0.7581,0.7825,48,11,4,2,5.218,1.171,0.405,0.318,1.865
endcap,0.9355,0.9962,31,18,3,3,3.917,0.434,0.263,0.116,-2.58
endcap,0.6855,0.6207,36,19,4,10,3.905,2.246,0.256,0.265,2.299
endcap,0.4917,0.5448,48,22,5,1,2.256,2.386,0.363,0.128,-0.583
endcap,0.7023,0.7815,37,27,5,2,4.563,2.03,0.37,0.287,-3.02
endcap,0.4276,0.4135,37,25,5,1,10.004,1.814,0.408,0.172,-1.743
endcap,0.8476,0.9497,32,16,9,8,3.849,1.309,0.186,0.244,-0.952
endcap,0.8426,0.5951,43,14,4,3,2.046,1.635,0.175,0.206,-1.45
endcap,0.4296,0.3785,35,25,5,6,4.035,1.639,0.506,0.284,-1.533
endcap,0.97,0.8596,43,27,5,2,4.076,2.097,0.457,0.197,2.864
endcap,0.9146,0.6997,38,17,3,2,11.604,1.456,0.311,0.272,-1.683
endcap,0.6433,0.7049,42,23,5,2,8.749,1.672,0.277,0.271,0.254
endcap,0.7536,0.7305,38,14,13,2,4.735,0.99,0.438,0.374,-2.007
endcap,0.4365,0.4489,41,21,7,5,9.84,0.354,0.236,0.123,0.15
endcap,0.8392,0.7686,51,24,2,3,9.47,0.69,0.483,0.195,-1.918
endcap,0.6197,0.7306,33,23,7,4,7.263,1.453,0.391,0.041,0.441
endcap,0.2723,0.2193,40,20,8,4,6.137,0.859,0.357,0.29,0.466
endcap,0.6723,0.61,44,16,7,5,13.216,1.222,0.305,0.13,1.205
endcap,0.4312,0.4863,35,21,3,5,1.26,1.305,0.508,0.102,-0.016
endcap,0.8026,1.0,26,23,6,1,9.892,2.283,0.365,0.192,1.302
endcap,0.5506,0.5421,50,18,7,3,5.2,2.241,0.285,0.183,-0.522
endcap,0.8772,0.8578,37,23,9,4,4.666,0.239,0.145,0.225,-2.745
endcap,0.788,0.9377,45,11,8,2,3.505,1.899,0.301,0.276,0.319
endcap,0.8403,0.7676,38,18,3,5,6.226,1.363,0.411,0.214,1.324
endcap,0.789,0.9805,51,24,6,4,7.457,1.14,0.156,0.348,-2.006
endcap,0.7379,0.4867,41,26,6,4,2.447,0.471,0.217,0.126,-2.12
endcap,0.8641,0.822,44,21,4,5,1.897,1.886,0.129,0.335,-1.991
endcap,0.6816,0.7556,39,19,3,6,9.397,1.229,0.369,0.163,-0.25
endcap,0.6395,0.5056,43,23,8,2,2.089,0.149,0.294,0.263,1.926
endcap,0.8095,0.7819,36,14,7,4,10.085,1.154,0.319,0.296,-0.419
endcap,0.7565,0.8694,34,21,7,3,8.138,0.815,0.249,0.123,-2.321
endcap,0.5497,0.725,41,19,3,7,5.068,2.841,0.194,0.157,-0.866
endcap,0.481,0.9642,55,30,8,5,8.754,1.366,0.389,0.253,-0.378
endcap,0.6232,0.8161,45,25,3,4,4.103,1.523,0.146,0.158,-2.952
endcap,0.6508,0.5392,42,20,4,5,7.404,1.183,0.373,0.266,-0.732
endcap,0.5472,0.4373,39,19,6,4,4.296,0.923,0.227,0.163,-0.674
endcap,0.7814,0.9895,43,14,6,3,7.148,0.258,0.251,0.282,-0.306
endcap,0.7796,0.6911,28,24,9,6,3.495,1.421,0.388,0.184,0.489
endcap,0.8041,0.8162,38,20,9,6,4.945,1.629,0.351,0.071,2.569
endcap,0.7465,0.9652,32,17,3,4,10.902,1.964,0.317,0.185,-2.197
endcap,0.9333,0.7794,30,28,8,8,5.315,1.654,0.332,0.277,1.232
endcap,0.8388,0.7302,33,29,4,5,5.093,1.588,0.338,0.055,0.554
endcap,0.8333,0.7657,41,17,7,4,2.835,1.355,0.339,0.135,0.831
endcap,0.3422,0.4986,38,13,8,2,6.87,0.94,0.381,0.259,0.752
endcap,0.5718,0.6197,45,21,4,3,8.387,1.371,0.19,0.316,-0.181
endcap,0.6856,0.7154,43,20,5,5,7.237,1.875,0.054,0.264,-2.095
endcap,0.6215,0.6425,45,28,7,0,4.601,1.482,0.292,0.18,-0.7
endcap,0.9649,1.0,35,30,5,4,4.559,1.134,0.258,0.314,-1.86
endcap,0.8547,0.6377,36,25,6,9,12.372,1.496,0.356,0.13,-1.527
endcap,0.9099,0.7973,49,19,13,4,5.715,0.73,0.311,0.258,0.403
endcap,0.7581,0.9662,49,17,4,5,26.128,1.424,0.174,0.086,1.854
endcap,0.7511,0.5973,44,13,7,7,2.1,0.98,0.488,0.075,-0.2
endcap,0.5323,0.5517,39,23,9,4,2.734,1.247,0.357,0.192,-1.746
endcap,0.763,0.9156,31,21,6,6,0.78,0.885,0.461,0.205,0.007
endcap,0.7524,0.5519,36,15,4,5,5.548,1.673,0.429,0.074,2.349
endcap,0.682,0.8934,46,21,3,4,7.198,1.448,0.329,0.185,-1.558
endcap,0.8296,0.7553,34,22,4,2,5.184,1.547,0.406,0.146,0.159
endcap,0.6708,0.8296,36,26,1,7,3.952,2.281,0.309,0.205,-2.239
endcap,0.5795,0.7034,51,20,5,6,14.169,2.674,0.266,0.19,1.473
endcap,0.6229,0.4954,36,25,7,6,7.593,2.322,0.094,0.238,-1.867
endcap,0.3009,0.4194,46,26,7,8,7.659,1.928,0.246,0.156,-0.384
