region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
endcap,0.2633,0.2632,18,12,3,3,9.231,0.807,0.179,0.133,-2.334
endcap,0.5706,0.4647,24,4,6,1,2.137,1.361,0.341,0.124,-1.683
endcap,0.4342,0.2571,20,12,4,2,2.848,1.548,0.304,0.233,-2.095
endcap,0.4956,0.2876,21,13,4,3,8.022,1.06,0.267,0.133,-1.575
endcap,0.2994,0.3307,14,4,5,3,7.558,0.608,0.396,0.207,-1.113
endcap,0.7071,0.7806,16,11,5,7,3.125,0.786,0.457,0.199,-0.325
endcap,0.6792,0.1777,15,7,5,3,2.854,0.938,0.298,0.277,-0.572
endcap,0.276,0.3345,22,8,5,2,2.42,0.65,0.192,0.146,0.988
endcap,0.5761,0.4743,19,7,4,4,8.319,0.751,0.492,0.147,2.4
endcap,0.3221,0.3173,22,7,2,2,3.167,1.967,0.427,0.237,-2.322
endcap,0.1089,0.2276,18,6,8,6,6.053,1.41,0.204,0.124,0.586
endcap,0.1511,0.2789,19,12,10,0,5.311,1.57,0.237,0.072,2.756
endcap,0.4134,0.2654,22,10,11,4,2.611,1.398,0.262,0.074,2.03
endcap,0.6385,0.2432,22,7,3,4,3.946,2.072,0.329,0.112,-0.83
endcap,0.2565,0.0528,21,7,8,5,1.258,1.218,0.229,0.187,-0.947
endcap,0.5689,0.4894,9,8,6,6,4.748,0.364,0.307,0.207,-2.955
endcap,0.2373,0.4674,23,6,2,5,5.597,1.274,0.319,0.139,-0.681
endcap,0.637,0.7259,22,10,14,4,7.511,1.537,0.28,0.252,-3.12
endcap,0.2777,0.7134,19,3,8,1,2.281,1.828,0.326,0.133,-0.26
endcap,0.199,0.1766,16,10,4,4,3.175,2.011,0.36,0.043,1.29
endcap,0.4536,0.0818,17,8,9,10,4.537,0.632,0.196,0.161,0.346
endcap,0.4117,0.0209,13,15,8,3,3.19,1.546,0.299,0.174,1.548
endcap,0.6332,0.5665,17,8,8,4,8.761,0.873,0.289,0.068,-0.069
endcap,0.5369,0.2277,13,7,5,5,9.894,1.804,0.287,0.344,-1.297
endcap,0.3859,0.1779,22,15,8,5,6.841,1.798,0.431,0.1,1.714
endcap,0.4754,0.5503,14,8,7,5,4.036,2.197,0.049,0.268,-2.61
endcap,0.1915,0.3264,14,6,6,6,6.572,1.935,0.424,0.18,-0.504
endcap,0.5471,0.2144,15,8,7,4,7.311,1.445,0.343,0.114,-1.099
endcap,0.6945,0.8535,21,7,4,4,7.144,1.008,0.338,0.211,-1.098
endcap,0.5208,0.6475,15,8,7,1,4.535,1.868,0.348,0.154,-2.775
endcap,0.1602,0.0867,22,9,4,3,5.01,0.116,0.355,0.132,1.806
endcap,0.4379,0.8482,23,8,7,8,12.668,1.046,0.191,0.109,-0.664
endcap,0.6152,0.268,11,7,6,1,3.813,1.393,0.346,0.067,3.091
endcap,0.2738,0.3995,18,7,8,6,5.125,1.561,0.302,0.343,-1.45
endcap,0.4968,0.5848,23,7,3,3,5.794,0.84,0.348,0.264,-2.505
endcap,0.2384,0.5243,13,11,7,3,4.028,2.413,0.35,0.301,2.968
endcap,0.3482,0.8357,21,5,2,2,2.021,1.155,0.236,0.133,-0.771
endcap,0.1596,0.4527,17,3,10,4,6.868,0.528,0.367,0.314,1.144
endcap,0.353,0.41,13,10,7,3,4.674,0.821,0.428,0.13,-0.567
endcap,0.8851,0.4849,17,4,9,6,2.587,2.278,0.174,0.125,-3.125
endcap,0.1975,0.3373,12,12,7,3,6.645,2.018,0.376,0.047,-2.613
endcap,0.3354,0.4738,19,13,3,3,4.724,2.151,0.228,0.156,1.276
endcap,0.3189,0.6461,16,5,3,7,3.484,2.049,0.316,0.206,-0.613
endcap,0.2645,0.1932,18,9,9,0,3.783,2.492,0.395,0.02,1.277
endcap,0.4043,0.2014,16,15,5,6,3.918,1.244,0.347,0.208,0.364
endcap,0.4253,0.4004,18,12,6,3,5.649,1.013,0.364,0.32,2.241
endcap,0.0847,0.2388,17,9,5,5,6.743,0.959,0.242,0.012,-2.581
endcap,0.2827,0.116,18,12,8,3,3.903,2.676,0.335,0.28,2.446
endcap,0.2651,0.3163,16,6,9,6,6.622,0.997,0.295,0.132,3.037
endcap,0.0432,0.5061,19,7,3,2,5.044,1.565,0.337,0.12,0.126
endcap,0.3506,0.2218,23,9,5,4,3.268,1.124,0.352,0.06,0.818
endcap,0.7042,0.7906,22,10,2,3,6.826,1.092,0.29,0.098,1.687
endcap,0.6215,0.2338,23,9,5,4,11.619,1.62,0.36,0.143,-1.471
endcap,0.5854,0.2107,21,8,3,4,6.177,1.829,0.5,0.262,-0.049
endcap,0.1267,0.3631,23,8,4,1,4.865,2.48,0.23,0.188,-2.724
endcap,0.2576,0.6075,21,5,7,3,8.998,1.873,0.255,0.231,-1.737
endcap,0.7313,0.1883,21,7,3,6,1.441,0.993,0.495,0.158,-1.513
endcap,0.5058,0.3919,9,3,6,3,4.209,1.894,0.24,0.186,0.641
endcap,0.1993,0.1893,18,5,5,8,3.511,1.447,0.351,0.068,-1.319
endcap,0.5627,0.3779,22,14,3,5,5.881,1.399,0.375,0.268,1.525
endcap,0.2864,0.1381,24,8,5,8,9.795,1.878,0.225,0.219,0.404
endcap,0.5082,0.0071,21,10,10,4,7.153,1.917,0.305,0.001,-2.431
endcap,0.4637,0.2972,18,5,8,4,6.973,1.235,0.117,0.019,0.344
endcap,0.8105,0.2713,17,8,4,6,12.277,1.559,0.249,0.181,1.024
endcap,0.5149,0.542,11,7,4,1,3.407,1.852,0.319,0.268,2.61
endcap,0.4135,0.3759,22,10,6,5,7.823,1.875,0.449,0.137,0.569
endcap,0.1963,0.3866,19,6,12,4,3.158,0.986,0.349,0.208,-0.947
endcap,0.2575,0.6807,21,10,4,7,3.394,0.84,0.216,0.217,-2.397
endcap,0.4341,0.1207,21,11,3,4,4.783,2.088,0.268,0.292,-2.773
endcap,0.1679,0.1038,14,8,9,4,3.704,3.033,0.161,0.178,-1.399
endcap,0.2432,0.5399,16,12,4,2,3.676,2.161,0.328,0.232,-0.986
endcap,0.6953,0.2989,25,8,5,4,3.587,1.271,0.472,0.196,-2.681
endcap,0.2212,0.2159,24,13,7,2,5.192,2.086,0.385,0.128,-0.772
endcap,0.0455,0.2604,20,10,7,6,6.978,1.392,0.245,0.134,-2.453
endcap,0.1846,0.6515,16,14,5,4,9.734,1.506,0.269,0.163,2.261
endcap,0.1589,0.461,12,7,9,3,2.033,2.067,0.297,0.107,2.598
endcap,0.1146,0.3952,22,7,7,4,6.268,1.862,0.312,0.176,0.11
endcap,0.037,0.6569,17,7,6,4,11.134,1.568,0.202,0.146,-0.88
endcap,0.1341,0.7262,21,6,10,3,3.392,0.431,0.446,0.2,1.905
endcap,0.0224,0.0,21,15,2,6,2.85,2.503,0.361,0.08,-0.413
endcap,0.2383,0.0058,17,4,8,3,2.97,0.916,0.245,0.052,-3.006
endcap,0.4523,0.8866,22,8,11,4,3.929,1.011,0.222,0.226,-2.005
endcap,0.5439,0.2323,15,10,5,3,15.354,1.749,0.234,0.123,0.904
endcap,0.0596,0.4185,26,11,7,2,4.28,1.488,0.264,0.269,-1.441
endcap,0.2329,0.2946,16,7,6,2,6.402,1.214,0.187,0.227,-0.157
endcap,0.2234,0.1174,28,7,8,8,5.7,1.831,0.252,0.192,-1.6
endcap,0.673,0.2088,9,7,8,6,0.552,1.453,0.313,0.214,-0.441
endcap,0.1388,0.627,15,9,4,6,14.47,1.835,0.13,0.256,0.987
endcap,0.4654,0.1382,19,7,6,3,5.743,1.945,0.185,0.142,-1.133
endcap,0.2984,0.0635,26,8,7,2,10.081,0.027,0.489,0.133,1.242
endcap,0.2842,0.4924,15,10,8,3,4.022,2.131,0.317,0.13,1.971
endcap,0.1972,0.3704,21,9,7,2,4.059,0.755,0.237,0.044,-1.19
endcap,0.7162,0.3432,21,9,6,1,3.12,1.241,0.339,0.324,-2.338
endcap,0.2781,0.0647,20,10,4,3,5.06,1.099,0.254,0.161,-0.786
endcap,0.479,0.4784,19,9,5,6,4.734,0.73,0.379,0.185,-2.654
endcap,0.5111,0.4131,20,10,9,3,3.84,2.06,0.254,0.217,1.688
endcap,0.0,0.4297,14,10,4,0,8.869,1.296,0.216,0.148,2.496
endcap,0.432,0.6344,18,6,5,6,5.761,1.374,0.228,0.276,-1.0
endcap,0.5905,0.4409,20,8,5,5,2.551,1.685,0.236,0.245,-1.006
endcap,0.1647,0.2111,22,8,6,6,5.253,1.587,0.269,0.037,-1.722
endcap,0.2401,0.1678,26,10,5,6,2.242,1.313,0.485,0.292,0.666
endcap,0.0,0.4562,15,12,3,6,4.579,2.168,0.324,0.246,1.64
endcap,0.1892,0.3894,13,9,7,4,6.109,0.692,0.267,0.162,-1.982
endcap,0.7308,0.4644,20,11,4,6,4.311,0.85,0.284,0.357,-0.012
endcap,0.319,0.4707,16,13,4,4,3.786,1.743,0.335,0.125,-1.432
endcap,0.5758,0.1776,17,9,6,1,7.437,2.339,0.314,0.237,1.003
endcap,0.4004,0.9302,20,10,6,1,3.148,0.479,0.223,0.247,-1.776
endcap,0.2136,0.6477,17,13,6,4,4.951,0.959,0.411,0.245,0.449
endcap,0.5117,0.5201,12,5,4,4,8.167,1.342,0.24,0.103,-1.706
endcap,0.7016,0.6213,17,13,5,6,9.537,2.0,0.273,0.342,1.169
endcap,0.5474,0.4659,19,9,6,4,6.931,1.62,0.368,0.219,2.999
endcap,0.3708,0.1673,19,7,7,6,3.818,1.465,0.278,0.259,1.286
endcap,0.5675,0.3246,17,9,5,2,4.769,1.944,0.189,0.095,-1.58
endcap,0.5742,0.5692,15,6,10,0,8.554,1.879,0.379,0.269,-0.247
endcap,0.2913,0.2998,16,6,5,5,6.121,1.669,0.323,0.066,0.971
endcap,0.2428,0.4191,26,4,5,3,12.581,1.115,0.315,0.285,0.258
endcap,0.4503,0.4759,19,8,4,6,3.728,2.139,0.136,0.291,-1.974
endcap,0.5807,0.5424,20,10,6,6,2.08,1.251,0.332,0.154,-0.005
endcap,0.3473,0.6225,18,8,6,5,3.389,1.799,0.383,0.299,2.642
endcap,0.9294,0.2144,13,13,7,4,3.912,2.063,0.329,0.077,-1.673
endcap,0.4929,0.0,22,9,6,3,8.037,0.502,0.421,0.066,-1.389
endcap,0.6244,0.8281,14,8,2,6,11.776,0.971,0.281,0.066,-1.361
endcap,0.1846,0.146,15,8,6,6,3.906,2.204,0.268,0.237,-0.62
endcap,0.5558,0.3354,12,7,7,3,4.084,1.482,0.208,0.076,1.366
endcap,0.4125,0.0,17,5,4,4,2.654,2.419,0.346,0.086,-1.032
endcap,0.6526,0.3744,23,9,7,5,6.263,1.865,0.446,0.169,-1.571
endcap,0.2209,0.2207,16,9,9,5,5.728,2.212,0.118,0.29,-0.03
endcap,0.6524,0.2822,14,11,7,3,2.0,1.918,0.356,0.345,1.343
endcap,0.4658,0.0942,15,16,12,3,4.53,1.346,0.276,0.301,-1.937
endcap,0.2696,0.5483,20,6,5,4,4.156,2.908,0.425,0.287,1.921
endcap,0.838,0.5762,14,6,5,4,6.546,1.558,0.454,0.234,-1.178
endcap,0.3494,0.3026,13,11,6,8,3.226,2.056,0.13,0.224,-1.13
endcap,0.2304,0.4322,17,7,8,3,7.056,1.305,0.169,0.207,1.427
endcap,0.4885,0.08,25,10,4,5,6.494,0.646,0.217,0.177,-3.056
endcap,0.594,0.3548,25,3,7,2,1.892,2.08,0.45,0.34,-2.051
endcap,0.5376,0.2098,18,11,7,3,1.789,2.519,0.311,0.094,-0.511
endcap,0.6148,0.1318,22,9,1,7,2.254,1.373,0.446,0.182,-1.611
endcap,0.3652,0.2767,14,10,3,3,11.362,1.155,0.323,0.254,-2.633
endcap,0.1842,0.858,20,13,6,5,4.455,2.389,0.33,0.124,2.085
endcap,0.0711,0.5322,11,15,3,4,13.53,1.764,0.369,0.236,2.66
endcap,0.1812,0.3906,13,9,9,5,6.938,1.618,0.485,0.154,0.752
endcap,0.2682,0.2426,18,3,5,2,4.865,1.796,0.395,0.092,-2.306
endcap,0.2042,0.8372,17,6,6,2,4.084,1.22,0.408,0.23,2.464
endcap,0.2643,0.5114,7,5,4,4,7.888,1.274,0.347,0.2,-1.826
endcap,0.4728,0.6131,22,8,4,5,0.901,1.658,0.213,0.309,-0.687
endcap,0.4942,0.5099,18,6,7,7,5.619,1.95,0.317,0.191,0.009
endcap,0.2345,0.3602,23,6,6,2,5.082,0.772,0.377,0.248,-1.837
endcap,0.3731,0.1855,20,7,6,3,9.469,1.331,0.11,0.215,-1.554
endcap,0.3262,0.558,25,7,3,4,0.96,0.845,0.175,0.166,-2.002
endcap,0.6329,0.4025,11,10,6,3,9.96,2.432,0.425,0.258,-0.356
endcap,0.6478,0.4382,15,12,8,8,5.616,1.406,0.206,0.114,0.644
endcap,0.4687,0.1397,22,9,4,5,9.367,2.26,0.283,0.217,-1.025
endcap,0.6204,0.1676,21,14,6,2,8.872,0.33,0.379,0.283,-2.986
endcap,0.4062,0.346,14,10,5,3,6.478,1.072,0.355,0.143,1.051
endcap,0.1225,0.4719,16,9,5,1,11.121,1.656,0.374,0.324,-0.019
endcap,0.512,0.1868,18,6,11,9,5.062,1.261,0.157,0.314,-1.48
endcap,0.4658,0.3668,24,15,4,7,3.262,1.956,0.317,0.211,-1.751
endcap,0.3692,0.7996,23,11,5,1,11.217,1.789,0.5,0.258,-2.592
endcap,0.3464,0.5474,17,7,8,2,4.518,1.429,0.402,0.129,0.451
endcap,0.6478,0.4889,17,9,12,2,3.229,1.046,0.238,0.186,1.433
endcap,0.4998,0.4045,25,8,8,0,2.213,1.745,0.164,0.195,-0.184
endcap,0.3339,0.1106,16,7,3,1,8.062,1.175,0.231,0.129,-0.809
endcap,0.3155,0.4388,15,6,6,7,1.693,0.483,0.336,0.14,-0.449
endcap,0.5376,0.4023,24,7,8,5,7.813,1.347,0.257,0.239,1.242
endcap,0.814,0.2919,19,8,5,4,3.222,0.093,0.269,0.149,-2.225
endcap,0.3082,0.3132,17,12,7,2,3.448,2.071,0.244,0.216,-1.08
endcap,0.6632,0.4228,24,6,8,5,3.481,1.365,0.316,0.16,1.266
endcap,0.174,0.16,24,8,6,3,6.567,0.603,0.239,0.169,-1.298
endcap,0.1478,0.1978,17,8,5,9,11.543,1.19,0.374,0.213,-0.992
endcap,0.2938,0.4844,23,6,6,3,2.011,0.263,0.216,0.073,-1.825
endcap,0.7073,0.2147,19,10,7,4,1.005,3.228,0.303,0.336,2.398
endcap,0.6083,0.3072,24,13,1,6,7.931,0.621,0.263,0.122,1.569
endcap,0.24,0.8065,22,8,2,3,3.597,0.564,0.398,0.258,1.937
endcap,0.4526,0.3273,21,9,2,3,1.412,1.617,0.125,0.275,-1.059
endcap,0.1615,0.5506,20,10,8,6,5.11,2.819,0.353,0.424,-1.542
endcap,0.5241,0.5465,23,10,6,4,2.324,2.302,0.273,0.183,1.808
endcap,0.2269,0.1082,19,6,6,4,0.888,1.689,0.184,0.165,-1.676
endcap,0.2213,0.2163,12,7,3,7,7.261,1.164,0.403,0.229,-2.763
endcap,0.5515,0.5347,20,10,5,4,1.744,1.338,0.338,0.132,1.122
endcap,0.1836,0.5523,23,8,7,3,15.299,0.856,0.267,0.101,0.467
endcap,0.4736,0.5871,19,11,3,5,3.512,0.283,0.218,0.263,-0.025
endcap,0.6545,0.373,27,7,5,8,7.462,1.313,0.348,0.272,-1.816
endcap,0.5368,0.4352,13,12,6,2,9.609,1.01,0.477,0.274,3.089
endcap,0.6206,0.5107,18,15,3,4,7.888,1.338,0.251,0.246,-1.376
endcap,0.4977,0.5977,15,5,5,2,1.594,1.713,0.269,0.222,0.658
endcap,0.1529,0.6168,18,8,6,3,5.422,0.791,0.326,0.351,-3.011
endcap,0.304,0.4694,21,11,5,4,3.078,2.084,0.29,0.2,2.877
endcap,0.3523,0.341,24,11,3,5,6.188,2.218,0.225,0.131,0.636
endcap,0.579,0.5678,24,14,4,5,14.318,1.418,0.351,0.183,0.979
endcap,0.1092,0.3689,12,12,6,4,6.319,1.423,0.268,0.164,0.374
endcap,0.2604,0.5305,17,7,4,0,19.259,1.362,0.472,0.106,2.162
endcap,0.5571,0.1873,18,6,5,4,6.999,0.921,0.207,0.178,-1.718
endcap,0.3212,0.3428,20,11,1,10,8.568,1.818,0.307,0.116,3.134
endcap,0.2578,0.2774,21,9,6,4,9.913,1.647,0.239,0.337,0.563
endcap,0.2133,0.6116,16,8,3,2,9.947,1.192,0.261,0.316,0.953
endcap,0.7776,0.1613,18,7,3,6,1.534,1.144,0.189,0.19,1.838
endcap,0.1687,0.5545,17,11,10,1,11.041,1.441,0.291,0.106,1.627
endcap,0.2689,0.1354,17,10,3,2,5.884,1.279,0.433,0.232,1.542
endcap,0.682,0.0272,11,6,8,4,2.638,0.862,0.105,0.216,-1.372
endcap,0.5063,0.2471,10,10,6,8,2.847,1.301,0.323,0.187,0.271
endcap,0.5455,0.159,17,9,6,6,8.884,1.557,0.209,0.216,-2.156
endcap,0.3853,0.3185,12,5,9,2,7.741,2.001,0.348,0.254,1.369
endcap,0.1979,0.2022,15,8,10,2,0.468,1.51,0.306,0.224,2.456
endcap,0.5857,0.4864,24,10,4,1,5.371,0.448,0.279,0.28,2.174
endcap,0.3906,0.2557,18,10,5,4,12.393,1.85,0.346,0.3,-2.48
endcap,0.6814,0.7707,16,13,8,2,7.103,1.578,0.201,0.183,2.126
endcap,0.5423,0.3376,23,12,13,4,1.928,1.679,0.299,0.111,-2.387
endcap,0.0989,0.6542,16,10,7,5,10.139,1.837,0.341,0.161,2.156
endcap,0.4351,0.7917,13,8,6,8,5.034,1.255,0.226,0.144,-1.692
endcap,0.635,0.341,23,8,10,7,5.658,2.103,0.178,0.307,1.108
endcap,0.7665,0.2348,22,7,6,1,5.158,1.911,0.462,0.203,1.196
endcap,0.6662,0.747,24,16,7,2,5.775,2.079,0.364,0.18,-2.144
endcap,0.2235,0.4147,11,10,4,7,1.483,1.071,0.222,0.241,2.571
endcap,0.1829,0.1252,12,5,4,3,5.348,1.466,0.277,0.264,2.809
endcap,0.2756,0.1217,17,7,9,1,7.042,1.242,0.283,0.131,2.955
endcap,0.1604,0.7062,19,10,6,2,13.492,2.024,0.234,0.1,-0.483
endcap,0.3068,0.3575,21,12,3,4,5.427,1.807,0.32,0.226,2.439
endcap,0.064,0.4879,17,7,6,7,2.701,1.982,0.384,0.264,-2.723
endcap,0.4626,0.4364,11,5,1,5,2.806,0.734,0.403,0.078,2.274
endcap,0.5462,0.4857,21,10,5,5,4.977,1.797,0.193,0.234,-1.477
endcap,0.3489,0.386,21,8,9,5,2.237,2.785,0.293,0.275,-1.346
endcap,0.3629,0.4341,16,6,7,3,5.153,1.096,0.403,0.269,0.543
endcap,0.4271,0.1077,16,6,4,2,2.288,1.055,0.284,0.39,-1.8
endcap,0.2842,0.139,11,10,7,3,7.33,1.404,0.19,0.215,-2.096
endcap,0.3732,0.1567,12,8,5,3,1.652,2.127,0.242,0.291,1.496
endcap,0.1396,0.586,14,12,11,4,4.432,1.526,0.273,0.17,0.808
endcap,0.5197,0.4278,11,18,2,5,8.017,0.235,0.214,0.261,-0.361
endcap,0.2138,0.8054,19,14,6,5,6.324,1.866,0.239,0.27,2.006
endcap,0.4016,0.853,19,9,6,3,4.934,1.327,0.211,0.265,-0.302
endcap,0.3097,0.0917,25,8,6,2,5.663,1.168,0.313,0.335,-1.063
endcap,0.5097,0.2827,22,6,6,1,3.933,1.636,0.134,0.206,-0.562
endcap,0.4562,0.6157,14,8,4,2,2.392,1.844,0.502,0.184,-2.92
endcap,0.8028,0.1086,15,5,2,5,3.801,1.862,0.28,0.212,-0.696
endcap,0.716,0.2367,15,11,4,5,4.574,1.285,0.367,0.304,0.586
endcap,0.0532,0.1535,10,9,6,7,4.082,1.676,0.277,0.175,0.119
endcap,0.6246,0.1719,18,6,6,1,5.344,1.562,0.416,0.077,-0.252
endcap,0.564,0.3223,14,11,4,6,1.782,1.482,0.151,0.277,0.865
endcap,0.1855,0.6923,23,13,8,6,1.301,0.986,0.417,0.16,2.064
endcap,0.5692,0.7165,13,6,8,1,1.331,1.897,0.183,0.162,-1.891
endcap,0.405,0.3311,19,15,7,1,3.957,1.541,0.185,0.178,1.407
endcap,0.3894,0.75,26,10,7,4,4.807,1.711,0.512,0.127,-1.216
endcap,0.1852,0.5086,13,5,9,6,5.238,1.716,0.306,0.235,1.546
endcap,0.6457,0.2991,22,7,11,4,6.011,0.787,0.236,0.156,-1.124
endcap,0.0329,0.9207,22,10,9,4,5.475,2.535,0.354,0.263,-2.508
endcap,0.0697,0.0816,16,13,5,6,10.913,1.667,0.282,0.292,-0.861
endcap,0.1443,0.4454,22,9,7,5,3.785,1.009,0.2,0.188,1.445
endcap,0.4129,0.1447,20,8,7,5,11.174,0.768,0.26,0.211,0.051
endcap,0.403,0.4092,19,8,6,5,17.822,1.939,0.344,0.187,1.554
endcap,0.6529,0.3551,17,3,9,2,2.49,1.308,0.314,0.087,-0.993
endcap,0.6127,0.4545,18,15,8,3,6.603,1.938,0.278,0.31,3.091
endcap,0.4787,0.8646,24,5,2,1,8.725,1.482,0.277,0.256,-3.101
endcap,0.296,0.2502,15,10,3,2,5.123,0.805,0.072,0.098,0.28
endcap,0.3187,0.2079,29,11,4,3,8.162,1.299,0.179,0.234,2.338
endcap,0.1401,0.3937,15,3,2,6,2.034,1.291,0.312,0.251,-0.287
endcap,0.1548,0.4877,14,10,4,5,2.862,1.536,0.316,0.206,1.4
endcap,0.6501,0.3072,23,8,8,3,3.082,1.119,0.019,0.177,-1.125
endcap,0.2251,0.3318,21,17,5,1,3.332,1.977,0.353,0.17,-1.931
endcap,0.4971,0.4478,23,7,4,3,1.9,1.899,0.394,0.062,-0.52
endcap,0.2349,0.3153,22,8,3,4,2.374,1.616,0.262,0.097,0.758
endcap,0.1319,0.8891,17,9,7,3,2.107,2.119,0.179,0.395,2.625
endcap,0.049,0.3297,20,10,6,4,11.349,1.969,0.189,0.264,-2.524
endcap,0.5154,0.0933,15,10,4,5,5.421,1.546,0.426,0.292,-0.325
endcap,0.4019,0.2147,23,8,7,4,5.166,1.007,0.411,0.219,-1.848
endcap,0.6716,0.0865,24,11,6,3,2.982,2.262,0.279,0.238,1.233
endcap,0.4459,0.5575,24,6,6,4,6.757,2.04,0.188,0.138,0.409
endcap,0.3458,0.1828,10,9,8,4,2.544,1.689,0.17,0.161,-3.093
endcap,0.4097,0.5878,17,5,7,4,12.704,1.076,0.324,0.225,-1.55
endcap,0.0702,0.4151,16,10,8,0,7.461,1.423,0.498,0.324,0.359
endcap,0.5947,0.7741,18,8,4,7,2.922,1.152,0.358,0.235,1.747
endcap,0.5121,0.319,21,10,4,1,5.132,1.986,0.261,0.112,-2.378
endcap,0.2893,0.4232,20,3,7,8,9.618,1.075,0.131,0.208,-1.143
endcap,0.352,0.2302,16,19,5,3,8.189,1.453,0.508,0.163,2.831
endcap,0.403,0.4206,16,8,7,2,10.02,1.607,0.23,0.226,1.601
endcap,0.2634,0.7145,20,9,9,4,3.919,1.112,0.374,0.309,-2.604
endcap,0.7239,0.248,20,10,6,1,13.883,1.479,0.357,0.219,0.617
endcap,0.6144,0.7924,23,3,7,2,9.85,1.271,0.239,0.303,-0.075
endcap,0.1441,0.2439,21,9,5,6,7.508,0.675,0.244,0.206,-2.841
endcap,0.8306,0.182,22,7,5,4,3.448,1.169,0.274,0.363,0.215
endcap,0.4377,0.2474,21,11,8,2,2.497,1.405,0.307,0.133,-0.473
endcap,0.0365,0.423,14,6,5,2,11.359,2.091,0.538,0.2,0.176
endcap,0.569,0.1015,10,3,9,6,3.834,1.169,0.351,0.099,-0.917
endcap,0.605,0.759,12,12,6,1,10.563,2.777,0.305,0.227,-1.651
endcap,0.6329,0.352,15,12,4,2,9.428,1.701,0.39,0.133,0.787
endcap,0.3434,0.502,16,9,5,4,7.701,1.173,0.259,0.104,-0.017
endcap,0.5126,0.7024,26,9,6,3,9.011,1.826,0.198,0.188,-2.514
endcap,0.5688,0.2155,17,5,4,2,6.307,1.625,0.201,0.242,-0.503
endcap,0.5175,0.3589,18,16,4,9,2.672,2.095,0.202,0.235,0.291
endcap,0.3967,0.5744,19,12,2,1,3.049,1.367,0.317,0.328,2.045
endcap,0.2921,0.3859,20,8,6,1,6.117,0.991,0.334,0.246,2.178
endcap,0.3959,0.8416,17,10,4,4,9.011,1.345,0.171,0.153,2.941
endcap,0.2295,0.3691,16,9,4,3,12.808,1.886,0.221,0.144,2.472
endcap,0.659,0.4737,16,11,10,4,7.533,3.089,0.377,0.16,1.891
endcap,0.4175,0.3023,14,7,10,7,3.474,2.099,0.308,0.173,-1.23
endcap,0.3135,0.5264,17,12,4,3,5.6,1.401,0.406,0.297,-1.132
endcap,0.4212,0.6992,19,10,3,4,1.713,1.484,0.227,0.247,2.056
endcap,0.7739,0.5188,17,8,11,3,3.947,1.086,0.462,0.234,2.288
endcap,0.0266,0.4534,22,9,10,4,2.246,1.977,0.274,0.197,-1.492
endcap,0.4806,0.362,15,11,5,5,6.174,1.606,0.329,0.246,0.419
endcap,0.3305,0.375,21,7,13,3,5.666,2.081,0.348,0.277,-2.979
endcap,0.5806,0.1816,15,10,8,7,6.056,1.201,0.22,0.251,-1.193
endcap,0.6179,0.2605,17,4,5,4,5.163,1.242,0.222,0.286,1.0
endcap,0.1474,0.5888,13,7,6,6,9.715,1.46,0.255,0.111,2.68
endcap,0.5603,0.3676,31,5,4,3,9.203,1.376,0.126,0.174,2.597
endcap,0.0407,0.6784,24,7,4,6,6.743,0.997,0.317,0.229,-1.876
endcap,0.3599,0.5263,13,12,2,6,11.08,1.697,0.263,0.341,1.342
endcap,0.4121,0.3776,16,14,8,2,5.616,1.406,0.399,0.211,2.868
endcap,0.1396,0.6658,14,3,3,1,10.313,1.382,0.166,0.151,1.556
endcap,0.4468,0.5107,19,16,3,0,3.585,1.615,0.435,0.245,-0.136
endcap,0.2333,0.2798,13,11,7,4,3.832,2.056,0.268,0.344,2.02
endcap,0.4207,0.4998,20,12,3,1,3.306,1.397,0.301,0.331,-2.038
endcap,0.9873,0.1111,17,7,9,2,10.918,1.155,0.164,0.13,0.134
endcap,0.7995,0.1026,25,9,6,3,4.735,1.534,0.294,0.017,-1.986
endcap,0.4272,0.2752,22,10,3,4,7.815,2.049,0.431,0.298,-0.085
endcap,0.519,0.4184,18,9,6,6,1.073,1.153,0.175,0.171,-0.812
endcap,0.4104,0.4116,27,8,3,5,2.084,0.992,0.396,0.229,1.415
endcap,0.1544,0.5904,28,7,7,5,3.278,1.009,0.25,0.18,-1.073
endcap,0.2041,0.8585,21,14,5,3,7.505,1.523,0.343,0.051,-0.143
endcap,0.4474,0.8469,17,8,3,2,2.09,2.355,0.023,0.24,-0.806
endcap,0.3597,0.2297,13,7,7,8,7.287,1.403,0.273,0.258,-2.364
endcap,0.2272,0.444,20,9,10,2,2.223,1.82,0.407,0.164,0.805
endcap,0.5967,0.5088,19,6,5,3,4.776,2.291,0.208,0.292,1.332
endcap,0.3957,0.4877,19,7,9,7,8.075,1.148,0.467,0.114,-0.889
endcap,0.7357,0.0851,16,5,6,0,5.227,1.726,0.242,0.206,0.588
endcap,0.2706,0.1811,18,9,4,3,4.524,1.79,0.273,0.156,-1.947
endcap,0.5278,0.3901,20,12,8,2,8.205,1.906,0.427,0.191,-2.557
endcap,0.7027,0.4195,14,10,5,4,1.916,2.652,0.172,0.18,0.891
endcap,0.4713,0.4898,21,8,5,4,3.625,1.371,0.196,0.242,-0.059
endcap,0.1835,0.6157,17,6,6,4,15.314,1.5,0.234,0.231,-2.831
endcap,0.081,0.4778,11,7,2,6,4.156,0.93,0.339,0.141,0.209
